CódigoCompra;Data;Fornecedor;Produto;Quantidade;ValorUnitário;ValorFinal
65288;02/12/2023;Original Fábrica Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
65292;02/12/2023;Fabrica Doidona Asia;Logo Hashtag - Linha C;1;13.23;13.23
65292;02/12/2023;Fabrica Doidona Asia;Volante - Linha B;1;609.5;609.5
65294;02/12/2023;Revenda Brasil;Logo Hashtag - Linha B;1;11.5;11.5
65294;02/12/2023;Revenda Brasil;Foto do Lira - Linha A;1;870;870
65295;02/12/2023;Fabrica Doidona Asia;Bateria - Linha A;4;479;1916
65297;02/12/2023;Original Fábrica Europa;Filtro Combustível - Linha C;3;242.47;727.4
65299;02/12/2023;Fabrica Hashtag Europa;Terminal de Direção - Linha C;1;179.86;179.86
65304;02/12/2023;Fabrica Hashtag Argentina;Pneus - Linha B;1;413.9;413.9
65304;02/12/2023;Fabrica Hashtag Argentina;Filtro Combustível - Linha Premium;2;412.19;824.39
65308;02/12/2023;Fabrica Hashtag Europa;Correia - Linha Premium;1;269.61;269.61
65308;02/12/2023;Fabrica Hashtag Europa;Pneus - Linha Premium;1;809.17;809.17
65311;02/12/2023;Original Fábrica Argentina;Logo Hashtag - Linha A;2;10;20
65312;02/12/2023;Fabrica Hashtag Brasil;Correia - Linha A;1;119.92;119.92
65312;02/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha B;1;11.5;11.5
65313;02/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha B;3;45.56;136.69
65313;02/12/2023;Fabrica Hashtag Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
65315;02/12/2023;Fabrica Doidona Asia;Barra Estabilizadora - Linha A;2;395.8;791.6
65315;02/12/2023;Fabrica Doidona Asia;Terminal de Direção - Linha B;4;156.4;625.6
65316;02/12/2023;Original Fábrica Asia;Kit Embreagem - Linha A;1;380;380
65318;02/12/2023;Fabrica Doidona Europa;Caixa de Marcha - Linha C;1;6599.28;6599.28
65318;02/12/2023;Fabrica Doidona Europa;Foto do Lira - Linha B;3;1000.5;3001.5
65321;02/12/2023;Fabrica Doidona Mexico;Óleo Motor - Linha Premium;2;582.3;1164.59
65324;02/12/2023;Fabrica Hashtag Asia;Condensador - Linha A;1;689.9;689.9
65325;02/12/2023;Fabrica Hashtag EUA;Bomba d'agua - Linha A;1;553.9;553.9
65326;02/12/2023;Revenda Argentina;Caixa de Marcha - Linha C;3;6599.28;19797.83
65326;02/12/2023;Revenda Argentina;Farol Principal - Linha B;1;183.89;183.89
65327;02/12/2023;Revenda Europa;Kit Embreagem - Linha A;5;380;1900
65327;02/12/2023;Revenda Europa;Filtro de Óleo - Linha B;4;21.74;86.94
65328;02/12/2023;Revenda EUA;Foto do Lira - Linha C;4;1150.58;4602.3
65328;02/12/2023;Revenda EUA;Condensador - Linha A;1;689.9;689.9
65331;02/12/2023;Fabrica Hashtag EUA;Caixa de Marcha - Linha C;3;6599.28;19797.83
65332;02/12/2023;Fabrica Doidona Asia;Correia - Linha A;5;119.92;599.6
65332;02/12/2023;Fabrica Doidona Asia;Foto do Lira - Linha C;2;1150.58;2301.15
65333;02/12/2023;Fabrica Doidona Europa;Rolamento das Rodas - Linha A;1;187.9;187.9
65336;02/12/2023;Fabrica Doidona Mexico;Radiador - Linha B;5;295.44;1477.18
65340;02/12/2023;Fabrica Hashtag Asia;Condensador - Linha B;1;793.39;793.39
65340;02/12/2023;Fabrica Hashtag Asia;Filtro de Óleo - Linha C;2;25;49.99
65340;02/12/2023;Fabrica Hashtag Asia;Terminal de Direção - Linha C;2;179.86;359.72
65341;02/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha Premium;1;22.48;22.48
65342;02/12/2023;Fabrica Hashtag EUA;Pneus - Linha B;2;413.9;827.79
65343;02/12/2023;Revenda Mexico;Radiador - Linha A;1;256.9;256.9
65343;02/12/2023;Revenda Mexico;Mola de pressão - Linha C;5;52.4;261.99
65344;02/12/2023;Original Fábrica Mexico;Bomba d'agua - Linha A;2;553.9;1107.8
65346;02/12/2023;Original Fábrica EUA;Radiador - Linha B;3;295.44;886.31
65346;02/12/2023;Original Fábrica EUA;Mola de pressão - Linha C;1;52.4;52.4
65346;02/12/2023;Original Fábrica EUA;Volante - Linha A;2;530;1060
65348;02/12/2023;Fabrica Hashtag Mexico;Foto do Lira - Linha A;1;870;870
65348;02/12/2023;Fabrica Hashtag Mexico;Radiador - Linha A;1;256.9;256.9
65350;02/12/2023;Fabrica Doidona Europa;Condensador - Linha B;3;793.39;2380.16
65351;02/12/2023;Fabrica Hashtag EUA;Radiador - Linha Premium;1;577.58;577.58
65353;02/12/2023;Original Fábrica Argentina;Farol Principal - Linha A;3;159.9;479.7
65353;02/12/2023;Original Fábrica Argentina;Logo Hashtag - Linha Premium;3;22.48;67.45
65354;02/12/2023;Revenda Argentina;Terminal de Direção - Linha C;1;179.86;179.86
65354;02/12/2023;Revenda Argentina;Kit Embreagem - Linha C;4;502.55;2010.2
65358;02/12/2023;Revenda EUA;Farol Principal - Linha C;3;211.47;634.4
65364;02/12/2023;Revenda Mexico;Correia - Linha C;5;158.59;792.97
65364;02/12/2023;Revenda Mexico;Volante - Linha B;3;609.5;1828.5
65365;02/12/2023;Revenda Brasil;Kit Embreagem - Linha C;4;502.55;2010.2
65366;02/12/2023;Fabrica Hashtag Asia;Mola de pressão - Linha C;1;52.4;52.4
65366;02/12/2023;Fabrica Hashtag Asia;Rolamento das Rodas - Linha A;4;187.9;751.6
65367;02/12/2023;Revenda EUA;Filtro Combustível - Linha Premium;1;412.19;412.19
65367;02/12/2023;Revenda EUA;Correia - Linha B;3;137.91;413.72
65370;02/12/2023;Fabrica Hashtag Mexico;Correia - Linha B;2;137.91;275.82
65370;02/12/2023;Fabrica Hashtag Mexico;Mola de pressão - Linha C;5;52.4;261.99
65371;02/12/2023;Original Fábrica Mexico;Filtro de Óleo - Linha A;2;18.9;37.8
65372;02/12/2023;Original Fábrica Mexico;Foto do Lira - Linha A;3;870;2610
65372;02/12/2023;Original Fábrica Mexico;Filtro de Óleo - Linha A;2;18.9;37.8
65372;02/12/2023;Original Fábrica Mexico;Volante - Linha B;1;609.5;609.5
65374;02/12/2023;Revenda Europa;Bateria - Linha Premium;4;1076.91;4307.65
65376;02/12/2023;Fabrica Hashtag Internacional;Bomba d'agua - Linha A;5;553.9;2769.5
65382;02/12/2023;Fabrica Hashtag Argentina;Filtro Combustível - Linha Premium;1;412.19;412.19
65384;02/12/2023;Fabrica Hashtag Argentina;Foto do Lira - Linha Premium;3;1955.98;5867.93
65384;02/12/2023;Fabrica Hashtag Argentina;Mola de pressão - Linha C;3;52.4;157.19
65385;02/12/2023;Fabrica Hashtag Asia;Correia - Linha A;1;119.92;119.92
65385;02/12/2023;Fabrica Hashtag Asia;Caixa de Marcha - Linha B;3;5738.5;17215.5
65386;02/12/2023;Original Fábrica EUA;Volante - Linha A;1;530;530
65388;02/12/2023;Fabrica Hashtag EUA;Kit Embreagem - Linha A;1;380;380
65390;02/12/2023;Revenda Europa;Óleo Motor - Linha C;2;342.53;685.06
65392;02/12/2023;Revenda Mexico;Logo Hashtag - Linha B;2;11.5;23
65393;02/12/2023;Original Fábrica Brasil;Condensador - Linha C;3;912.39;2737.18
65393;02/12/2023;Original Fábrica Brasil;Condensador - Linha Premium;1;1551.07;1551.07
65394;02/12/2023;Original Fábrica Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
65394;02/12/2023;Original Fábrica Brasil;Condensador - Linha B;2;793.39;1586.77
65396;02/12/2023;Revenda EUA;Terminal de Direção - Linha B;3;156.4;469.2
65397;02/12/2023;Revenda Brasil;Caixa de Marcha - Linha B;2;5738.5;11477
65397;02/12/2023;Revenda Brasil;Barra Estabilizadora - Linha B;3;455.17;1365.51
65398;02/12/2023;Fabrica Hashtag Asia;Volante - Linha C;2;700.93;1401.85
65398;02/12/2023;Fabrica Hashtag Asia;Óleo Motor - Linha A;4;259;1036
65400;02/12/2023;Fabrica Hashtag Mexico;Mola de pressão - Linha A;3;39.62;118.86
65402;02/12/2023;Original Fábrica Mexico;Barra Estabilizadora - Linha Premium;1;889.86;889.86
65402;02/12/2023;Original Fábrica Mexico;Logo Hashtag - Linha C;3;13.23;39.68
65405;02/12/2023;Revenda Asia;Farol Principal - Linha A;2;159.9;319.8
65406;02/12/2023;Fabrica Hashtag Europa;Terminal de Direção - Linha B;2;156.4;312.8
65407;02/12/2023;Fabrica Hashtag Brasil;Filtro Combustível - Linha A;1;183.34;183.34
65409;02/12/2023;Fabrica Hashtag Mexico;Caixa de Marcha - Linha B;2;5738.5;11477
65410;02/12/2023;Fabrica Hashtag Mexico;Rolamento das Rodas - Linha A;1;187.9;187.9
65411;03/12/2023;Fabrica Hashtag EUA;Condensador - Linha B;3;793.39;2380.16
65412;03/12/2023;Fabrica Doidona Mexico;Óleo Motor - Linha B;3;297.85;893.55
65413;03/12/2023;Revenda EUA;Condensador - Linha Premium;3;1551.07;4653.2
65415;03/12/2023;Fabrica Doidona Europa;Filtro de Óleo - Linha A;2;18.9;37.8
65416;03/12/2023;Original Fábrica Argentina;Barra Estabilizadora - Linha B;4;455.17;1820.68
65417;03/12/2023;Fabrica Hashtag Asia;Radiador - Linha Premium;2;577.58;1155.15
65417;03/12/2023;Fabrica Hashtag Asia;Condensador - Linha C;3;912.39;2737.18
65418;03/12/2023;Fabrica Hashtag EUA;Filtro Combustível - Linha Premium;2;412.19;824.39
65421;03/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha Premium;1;582.3;582.3
65422;03/12/2023;Fabrica Doidona Mexico;Logo Hashtag - Linha C;5;13.23;66.13
65423;03/12/2023;Revenda Argentina;Filtro Combustível - Linha B;1;210.84;210.84
65424;03/12/2023;Fabrica Doidona Europa;Correia - Linha C;2;158.59;317.19
65424;03/12/2023;Fabrica Doidona Europa;Logo Hashtag - Linha C;2;13.23;26.45
65425;03/12/2023;Fabrica Hashtag Brasil;Pneus - Linha B;2;413.9;827.79
65425;03/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha C;1;13.23;13.23
65425;03/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha Premium;2;22.48;44.97
65426;03/12/2023;Fabrica Doidona Europa;Logo Hashtag - Linha C;5;13.23;66.13
65428;03/12/2023;Fabrica Hashtag Asia;Farol Principal - Linha Premium;1;359.5;359.5
65428;03/12/2023;Fabrica Hashtag Asia;Volante - Linha A;1;530;530
65428;03/12/2023;Fabrica Hashtag Asia;Kit Embreagem - Linha C;1;502.55;502.55
65431;03/12/2023;Original Fábrica Brasil;Foto do Lira - Linha C;1;1150.58;1150.58
65431;03/12/2023;Original Fábrica Brasil;Radiador - Linha Premium;1;577.58;577.58
65431;03/12/2023;Original Fábrica Brasil;Terminal de Direção - Linha Premium;1;305.76;305.76
65432;03/12/2023;Original Fábrica Europa;Mola de pressão - Linha C;1;52.4;52.4
65433;03/12/2023;Revenda Europa;Mola de pressão - Linha Premium;1;89.08;89.08
65433;03/12/2023;Revenda Europa;Filtro Combustível - Linha C;2;242.47;484.93
65436;03/12/2023;Revenda Europa;Caixa de Marcha - Linha B;2;5738.5;11477
65438;03/12/2023;Fabrica Hashtag EUA;Logo Hashtag - Linha A;1;10;10
65440;03/12/2023;Fabrica Doidona Argentina;Mola de pressão - Linha C;1;52.4;52.4
65441;03/12/2023;Fabrica Doidona Europa;Filtro de Óleo - Linha Premium;5;42.49;212.46
65441;03/12/2023;Fabrica Doidona Europa;Filtro Combustível - Linha Premium;1;412.19;412.19
65442;03/12/2023;Fabrica Hashtag Internacional;Terminal de Direção - Linha B;1;156.4;156.4
65445;03/12/2023;Revenda Asia;Correia - Linha B;3;137.91;413.72
65446;03/12/2023;Fabrica Hashtag Mexico;Condensador - Linha C;1;912.39;912.39
65446;03/12/2023;Fabrica Hashtag Mexico;Caixa de Marcha - Linha C;2;6599.28;13198.55
65447;03/12/2023;Fabrica Hashtag EUA;Óleo Motor - Linha C;1;342.53;342.53
65447;03/12/2023;Fabrica Hashtag EUA;Filtro Combustível - Linha B;1;210.84;210.84
65448;03/12/2023;Fabrica Doidona Argentina;Volante - Linha C;2;700.93;1401.85
65449;03/12/2023;Fabrica Hashtag Mexico;Bomba d'agua - Linha B;3;636.99;1910.96
65451;03/12/2023;Fabrica Hashtag Asia;Barra Estabilizadora - Linha C;1;523.45;523.45
65451;03/12/2023;Fabrica Hashtag Asia;Rolamento das Rodas - Linha B;1;216.09;216.09
65452;03/12/2023;Fabrica Doidona Argentina;Barra Estabilizadora - Linha Premium;5;889.86;4449.29
65452;03/12/2023;Fabrica Doidona Argentina;Bateria - Linha B;2;550.85;1101.7
65453;03/12/2023;Fabrica Hashtag Brasil;Óleo Motor - Linha B;5;297.85;1489.25
65454;03/12/2023;Fabrica Doidona Asia;Filtro de Óleo - Linha Premium;2;42.49;84.98
65456;03/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha C;2;342.53;685.06
65456;03/12/2023;Fabrica Doidona Argentina;Rolamento das Rodas - Linha C;2;248.5;497
65457;03/12/2023;Fabrica Doidona Argentina;Pneus - Linha Premium;3;809.17;2427.5
65458;03/12/2023;Original Fábrica Asia;Foto do Lira - Linha B;1;1000.5;1000.5
65458;03/12/2023;Original Fábrica Asia;Bateria - Linha B;3;550.85;1652.55
65459;03/12/2023;Fabrica Doidona EUA;Farol Principal - Linha B;2;183.89;367.77
65460;03/12/2023;Original Fábrica Asia;Bomba d'agua - Linha B;2;636.99;1273.97
65461;03/12/2023;Fabrica Hashtag Brasil;Pneus - Linha C;1;475.98;475.98
65462;03/12/2023;Fabrica Doidona Asia;Foto do Lira - Linha C;1;1150.58;1150.58
65463;03/12/2023;Original Fábrica Europa;Caixa de Marcha - Linha C;2;6599.28;13198.55
65463;03/12/2023;Original Fábrica Europa;Rolamento das Rodas - Linha Premium;2;422.45;844.89
65463;03/12/2023;Original Fábrica Europa;Bateria - Linha B;2;550.85;1101.7
65465;03/12/2023;Original Fábrica EUA;Terminal de Direção - Linha C;2;179.86;359.72
65467;03/12/2023;Fabrica Hashtag Mexico;Bateria - Linha Premium;1;1076.91;1076.91
65468;03/12/2023;Fabrica Hashtag Asia;Radiador - Linha C;2;339.75;679.5
65469;03/12/2023;Fabrica Doidona Europa;Volante - Linha B;3;609.5;1828.5
65469;03/12/2023;Fabrica Doidona Europa;Bomba d'agua - Linha B;1;636.99;636.99
65470;03/12/2023;Original Fábrica Brasil;Mola de pressão - Linha C;2;52.4;104.79
65472;03/12/2023;Revenda EUA;Mola de pressão - Linha C;4;52.4;209.59
65472;03/12/2023;Revenda EUA;Kit Embreagem - Linha B;2;437;874
65475;03/12/2023;Fabrica Doidona Europa;Radiador - Linha C;1;339.75;339.75
65476;03/12/2023;Fabrica Hashtag Brasil;Bomba d'agua - Linha C;5;732.53;3662.66
65477;03/12/2023;Fabrica Doidona Europa;Bateria - Linha B;3;550.85;1652.55
65478;03/12/2023;Fabrica Doidona Mexico;Barra Estabilizadora - Linha Premium;2;889.86;1779.71
65478;03/12/2023;Fabrica Doidona Mexico;Bomba d'agua - Linha A;2;553.9;1107.8
65478;03/12/2023;Fabrica Doidona Mexico;Barra Estabilizadora - Linha A;1;395.8;395.8
65479;03/12/2023;Fabrica Doidona Brasil;Radiador - Linha C;1;339.75;339.75
65480;03/12/2023;Fabrica Doidona Argentina;Mola de pressão - Linha B;2;45.56;91.13
65481;03/12/2023;Fabrica Hashtag EUA;Bomba d'agua - Linha A;2;553.9;1107.8
65483;03/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha A;1;380;380
65484;03/12/2023;Revenda Brasil;Filtro Combustível - Linha C;1;242.47;242.47
65485;03/12/2023;Revenda Brasil;Condensador - Linha Premium;1;1551.07;1551.07
65487;03/12/2023;Fabrica Doidona Brasil;Bateria - Linha C;2;633.48;1266.96
65487;03/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha C;1;1150.58;1150.58
65488;03/12/2023;Revenda Mexico;Bateria - Linha B;2;550.85;1101.7
65490;03/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha C;3;248.5;745.49
65490;03/12/2023;Original Fábrica Brasil;Bomba d'agua - Linha C;1;732.53;732.53
65491;03/12/2023;Revenda Europa;Kit Embreagem - Linha C;1;502.55;502.55
65493;03/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha B;1;156.4;156.4
65495;03/12/2023;Revenda EUA;Caixa de Marcha - Linha B;1;5738.5;5738.5
65495;03/12/2023;Revenda EUA;Barra Estabilizadora - Linha C;3;523.45;1570.34
65496;03/12/2023;Fabrica Hashtag Argentina;Caixa de Marcha - Linha A;2;4990;9980
65497;03/12/2023;Fabrica Hashtag Argentina;Caixa de Marcha - Linha A;4;4990;19960
65500;03/12/2023;Fabrica Hashtag EUA;Filtro de Óleo - Linha C;3;25;74.99
65501;03/12/2023;Fabrica Doidona Brasil;Radiador - Linha Premium;3;577.58;1732.73
65502;03/12/2023;Fabrica Hashtag Europa;Óleo Motor - Linha C;4;342.53;1370.11
65508;03/12/2023;Fabrica Hashtag Internacional;Correia - Linha A;1;119.92;119.92
65511;03/12/2023;Fabrica Hashtag Mexico;Pneus - Linha Premium;4;809.17;3236.67
65512;03/12/2023;Fabrica Doidona EUA;Pneus - Linha Premium;4;809.17;3236.67
65513;03/12/2023;Original Fábrica Mexico;Radiador - Linha C;3;339.75;1019.25
65514;03/12/2023;Revenda Europa;Filtro de Óleo - Linha C;2;25;49.99
65514;03/12/2023;Revenda Europa;Óleo Motor - Linha C;3;342.53;1027.58
65516;03/12/2023;Fabrica Doidona EUA;Farol Principal - Linha A;2;159.9;319.8
65518;03/12/2023;Fabrica Doidona Argentina;Kit Embreagem - Linha Premium;1;854.34;854.34
65518;03/12/2023;Fabrica Doidona Argentina;Rolamento das Rodas - Linha Premium;3;422.45;1267.34
65525;03/12/2023;Revenda Brasil;Condensador - Linha B;3;793.39;2380.16
65526;03/12/2023;Original Fábrica Brasil;Terminal de Direção - Linha Premium;2;305.76;611.52
65534;03/12/2023;Fabrica Doidona Asia;Logo Hashtag - Linha Premium;1;22.48;22.48
65538;03/12/2023;Fabrica Doidona Mexico;Mola de pressão - Linha A;3;39.62;118.86
65539;03/12/2023;Original Fábrica Europa;Kit Embreagem - Linha B;1;437;437
65540;03/12/2023;Revenda Asia;Volante - Linha C;3;700.93;2102.78
65541;03/12/2023;Fabrica Hashtag EUA;Filtro Combustível - Linha B;2;210.84;421.68
65541;03/12/2023;Fabrica Hashtag EUA;Condensador - Linha B;1;793.39;793.39
65541;03/12/2023;Fabrica Hashtag EUA;Bateria - Linha Premium;2;1076.91;2153.82
65542;03/12/2023;Fabrica Hashtag Europa;Farol Principal - Linha B;3;183.89;551.66
65542;03/12/2023;Fabrica Hashtag Europa;Kit Embreagem - Linha C;2;502.55;1005.1
65545;03/12/2023;Revenda Europa;Correia - Linha A;1;119.92;119.92
65546;03/12/2023;Revenda Argentina;Correia - Linha A;1;119.92;119.92
65547;03/12/2023;Fabrica Doidona Brasil;Caixa de Marcha - Linha Premium;3;11218.77;33656.3
65548;03/12/2023;Revenda Europa;Foto do Lira - Linha C;1;1150.58;1150.58
65548;03/12/2023;Revenda Europa;Correia - Linha B;2;137.91;275.82
65548;03/12/2023;Revenda Europa;Óleo Motor - Linha C;4;342.53;1370.11
65549;03/12/2023;Fabrica Hashtag EUA;Condensador - Linha C;2;912.39;1824.79
65550;03/12/2023;Revenda Europa;Radiador - Linha A;2;256.9;513.8
65550;03/12/2023;Revenda Europa;Farol Principal - Linha A;5;159.9;799.5
65551;03/12/2023;Original Fábrica Argentina;Volante - Linha A;1;530;530
65551;03/12/2023;Original Fábrica Argentina;Óleo Motor - Linha A;2;259;518
65553;03/12/2023;Revenda EUA;Rolamento das Rodas - Linha B;2;216.09;432.17
65553;03/12/2023;Revenda EUA;Logo Hashtag - Linha C;1;13.23;13.23
65556;03/12/2023;Original Fábrica Asia;Bomba d'agua - Linha C;1;732.53;732.53
65557;03/12/2023;Original Fábrica Brasil;Volante - Linha Premium;5;1191.57;5957.86
65558;03/12/2023;Fabrica Hashtag Brasil;Terminal de Direção - Linha A;3;136;408
65558;03/12/2023;Fabrica Hashtag Brasil;Radiador - Linha B;4;295.44;1181.74
65561;03/12/2023;Fabrica Doidona EUA;Farol Principal - Linha B;1;183.89;183.89
65563;03/12/2023;Fabrica Hashtag Argentina;Volante - Linha A;2;530;1060
65563;03/12/2023;Fabrica Hashtag Argentina;Radiador - Linha B;2;295.44;590.87
65564;03/12/2023;Revenda Europa;Mola de pressão - Linha B;5;45.56;227.82
65564;03/12/2023;Revenda Europa;Rolamento das Rodas - Linha C;1;248.5;248.5
65566;03/12/2023;Original Fábrica Brasil;Bomba d'agua - Linha A;1;553.9;553.9
65566;03/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha B;2;216.09;432.17
65566;03/12/2023;Original Fábrica Brasil;Pneus - Linha B;1;413.9;413.9
65566;03/12/2023;Original Fábrica Brasil;Mola de pressão - Linha B;1;45.56;45.56
65567;03/12/2023;Revenda Argentina;Bomba d'agua - Linha C;3;732.53;2197.6
65568;03/12/2023;Revenda Asia;Farol Principal - Linha Premium;5;359.5;1797.48
65570;03/12/2023;Revenda Argentina;Rolamento das Rodas - Linha Premium;5;422.45;2112.23
65570;03/12/2023;Revenda Argentina;Filtro Combustível - Linha C;2;242.47;484.93
65572;03/12/2023;Fabrica Hashtag Brasil;Terminal de Direção - Linha Premium;3;305.76;917.29
65572;03/12/2023;Fabrica Hashtag Brasil;Farol Principal - Linha B;3;183.89;551.66
65573;03/12/2023;Fabrica Doidona EUA;Mola de pressão - Linha Premium;1;89.08;89.08
65574;03/12/2023;Original Fábrica Mexico;Radiador - Linha A;2;256.9;513.8
65575;03/12/2023;Original Fábrica EUA;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
65575;03/12/2023;Original Fábrica EUA;Foto do Lira - Linha Premium;1;1955.98;1955.98
65576;03/12/2023;Original Fábrica Mexico;Óleo Motor - Linha B;1;297.85;297.85
65577;03/12/2023;Original Fábrica Brasil;Condensador - Linha A;1;689.9;689.9
65578;03/12/2023;Original Fábrica Europa;Volante - Linha B;1;609.5;609.5
65580;03/12/2023;Revenda Asia;Pneus - Linha A;1;359.91;359.91
65580;03/12/2023;Revenda Asia;Condensador - Linha A;1;689.9;689.9
65582;03/12/2023;Fabrica Doidona Europa;Kit Embreagem - Linha Premium;1;854.34;854.34
65584;03/12/2023;Fabrica Doidona Mexico;Pneus - Linha C;1;475.98;475.98
65588;03/12/2023;Fabrica Hashtag EUA;Bateria - Linha Premium;1;1076.91;1076.91
65589;03/12/2023;Original Fábrica EUA;Kit Embreagem - Linha C;1;502.55;502.55
65590;03/12/2023;Fabrica Doidona Europa;Bomba d'agua - Linha Premium;2;1245.31;2490.61
65591;03/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha C;1;52.4;52.4
65592;03/12/2023;Revenda Asia;Radiador - Linha C;3;339.75;1019.25
65592;03/12/2023;Revenda Asia;Pneus - Linha C;1;475.98;475.98
65593;03/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha C;3;13.23;39.68
65594;03/12/2023;Fabrica Hashtag EUA;Radiador - Linha Premium;2;577.58;1155.15
65595;03/12/2023;Revenda Brasil;Bateria - Linha B;1;550.85;550.85
65595;03/12/2023;Revenda Brasil;Correia - Linha Premium;1;269.61;269.61
65595;03/12/2023;Revenda Brasil;Farol Principal - Linha B;2;183.89;367.77
65596;03/12/2023;Revenda Mexico;Filtro Combustível - Linha B;5;210.84;1054.21
65597;03/12/2023;Original Fábrica Europa;Caixa de Marcha - Linha B;1;5738.5;5738.5
65598;03/12/2023;Revenda Asia;Óleo Motor - Linha A;2;259;518
65598;03/12/2023;Revenda Asia;Logo Hashtag - Linha Premium;2;22.48;44.97
65603;03/12/2023;Fabrica Doidona Europa;Foto do Lira - Linha C;1;1150.58;1150.58
